Geo Point;Geo Shape;id_fontaines_a_boire;localisation;type;adresse;commune;quartier;territoire;statut
43.59181528049857, 1.426680217202559;"{""coordinates"": [[1.426680217202559, 43.59181528049857]], ""type"": ""MultiPoint""}";338;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.59102777241256, 1.4251901985669502;"{""coordinates"": [[1.42519019856695, 43.59102777241256]], ""type"": ""MultiPoint""}";337;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.60773469010091, 1.4608299307960455;"{""coordinates"": [[1.460829930796046, 43.60773469010091]], ""type"": ""MultiPoint""}";203;CIMETIERE TERRE CABADE;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60981083047765, 1.4639144377939555;"{""coordinates"": [[1.463914437793955, 43.60981083047765]], ""type"": ""MultiPoint""}";427;Cimetière terre cabade;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60798611334519, 1.4621440520091051;"{""coordinates"": [[1.462144052009105, 43.60798611334519]], ""type"": ""MultiPoint""}";198;CIMETIERE TERRE CABADE;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60837487680606, 1.4643469036073506;"{""coordinates"": [[1.464346903607351, 43.60837487680606]], ""type"": ""MultiPoint""}";421;Cimetière terre cabade;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60751205520307, 1.4654596308168382;"{""coordinates"": [[1.465459630816838, 43.60751205520307]], ""type"": ""MultiPoint""}";194;CIMETIERE TERRE CABADE;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.58930230386884, 1.3846159417258939;"{""coordinates"": [[1.384615941725894, 43.58930230386884]], ""type"": ""MultiPoint""}";410;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
43.58901971294405, 1.384254543773777;"{""coordinates"": [[1.384254543773777, 43.58901971294405]], ""type"": ""MultiPoint""}";411;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
43.60862372864727, 1.4612889549897716;"{""coordinates"": [[1.461288954989772, 43.60862372864727]], ""type"": ""MultiPoint""}";423;Cimetière terre cabade;AUTRE;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.590056580101745, 1.3847087190055944;"{""coordinates"": [[1.384708719005594, 43.590056580101745]], ""type"": ""MultiPoint""}";431;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
43.607358858767476, 1.4619775033650382;"{""coordinates"": [[1.461977503365038, 43.607358858767476]], ""type"": ""MultiPoint""}";199;CIMETIERE TERRE CABADE;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60867551331406, 1.4632044415878438;"{""coordinates"": [[1.463204441587844, 43.60867551331406]], ""type"": ""MultiPoint""}";197;CIMETIERE TERRE CABADE;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60854610377938, 1.4413279843341162;"{""coordinates"": [[1.441327984334116, 43.60854610377938]], ""type"": ""MultiPoint""}";257;PARVI BASILIQUE ST ETIENNE;WATER CONNECT;PLACE ST SERNIN;Toulouse;1;CENTRE;Ouverte
43.577953776520424, 1.386201772597216;"{""coordinates"": [[1.386201772597216, 43.577953776520424]], ""type"": ""MultiPoint""}";435;Stade pradettes;BAYARD;RUE FERDINAND DE LESSEPS;Toulouse;18;OUEST;Ouverte
43.552795609091, 1.3945883120618603;"{""coordinates"": [[1.39458831206186, 43.552795609091]], ""type"": ""MultiPoint""}";111;JARDIN PARTAGE DE MONLONG;BAYARD;11 CHE DE LESTANG;Toulouse;14;SUD;Ouverte
43.621421132802624, 1.434125686280707;"{""coordinates"": [[1.434125686280707, 43.621421132802624]], ""type"": ""MultiPoint""}";21;JARDIN CLAUDE NOUGARO;BAYARD;RUE DU GENERAL BOURBAKI;Toulouse;8;NORD;Ouverte
43.612008755348135, 1.4188731017016147;"{""coordinates"": [[1.418873101701615, 43.612008755348135]], ""type"": ""MultiPoint""}";229;AIRE DE PIQUE NIQUE CYCLO;BAYARD;BD DE GENEVE;Toulouse;8;NORD;Ouverte
43.627128271315236, 1.470261569797284;"{""coordinates"": [[1.470261569797284, 43.627128271315236]], ""type"": ""MultiPoint""}";547;Stade Amouroux;BAYARD;;Toulouse;10;EST;Ouverte
43.57594015266656, 1.4825271305306604;"{""coordinates"": [[1.48252713053066, 43.57594015266656]], ""type"": ""MultiPoint""}";57;CITE DE MONTAUDRAN;BAYARD;2 IMP LAURENT GUERRERO;Toulouse;12;EST;Ouverte
43.59902830090303, 1.4285840960004674;"{""coordinates"": [[1.428584096000467, 43.59902830090303]], ""type"": ""MultiPoint""}";117;PLACE RAVELIN;WALLACE;PLACE DU RAVELIN;Toulouse;6;CENTRE;Ouverte
43.60896209427808, 1.4662054058193552;"{""coordinates"": [[1.466205405819355, 43.60896209427808]], ""type"": ""MultiPoint""}";184;CIMETIERE SALONIQUE;PRESTO;CHEMIN DE CAILLIBENS;Toulouse;4;CENTRE;
43.60943459757987, 1.437888447917338;"{""coordinates"": [[1.437888447917338, 43.60943459757987]], ""type"": ""MultiPoint""}";32;JARDIN D'EMBARTHE;BAYARD;15 RUE D'EMBARTHE-14B RUE DES QUETEU;Toulouse;1;CENTRE;Ouverte
43.60790835360824, 1.4275158781821946;"{""coordinates"": [[1.427515878182195, 43.60790835360824]], ""type"": ""MultiPoint""}";31;PLACE HERACLES;BAYARD;BD LASCROSSES - ALLEES DE BARCELONE;Toulouse;2;CENTRE;Ouverte
43.608839611210364, 1.472101590300909;"{""coordinates"": [[1.472101590300909, 43.608839611210364]], ""type"": ""MultiPoint""}";139;JARDIN DE SOUPETARD;BAYARD;30 RUE DE SOUPETARD;Toulouse;10;EST;Ouverte
43.57255745642283, 1.3834291446063116;"{""coordinates"": [[1.383429144606312, 43.57255745642283]], ""type"": ""MultiPoint""}";133;JARDINS PARTAGES RTE SAINT SIMON;BAYARD;;Toulouse;18;OUEST;Ouverte
43.57590306013891, 1.4378898307935162;"{""coordinates"": [[1.437889830793516, 43.57590306013891]], ""type"": ""MultiPoint""}";130;JARDIN POUDRERIE;BAYARD;IMPASSE DES HERONS;Toulouse;5;CENTRE;Ouverte
43.65362301923829, 1.438085688816788;"{""coordinates"": [[1.438085688816788, 43.65362301923829]], ""type"": ""MultiPoint""}";225;PARC MOULIS CROIX BENITE;BAYARD;ROUTE DE LAUNAGUET;Toulouse;7;NORD;Ouverte
43.608952027886865, 1.4392961930649792;"{""coordinates"": [[1.439296193064979, 43.608952027886865]], ""type"": ""MultiPoint""}";358;25 RUE DE LA CHAINE;BAYARD;RUE DE LA CHAINE;Toulouse;1;CENTRE;Ouverte
43.58388663852096, 1.4067890762536035;"{""coordinates"": [[1.406789076253603, 43.58388663852096]], ""type"": ""MultiPoint""}";212;PLACE LOUIS CAMPAN jardin du calvados;SANTA-COLE;PL LOUIS CAMPAN;Toulouse;16;SUD;Ouverte
43.62003068551173, 1.4429352638326813;"{""coordinates"": [[1.442935263832681, 43.62003068551173]], ""type"": ""MultiPoint""}";278;JARDIN DE TUNIS;BAYARD;RUE BAPTISTE MARCET;Toulouse;8;NORD;Ouverte
43.60842101633975, 1.3854019188170301;"{""coordinates"": [[1.38540191881703, 43.60842101633975]], ""type"": ""MultiPoint""}";68;COULEE VERTE DU TOUCH RTE BAYONNE;BAYARD;CHE CDT JOEL LE GOFF;Toulouse;18;OUEST;Ouverte
43.59962254163404, 1.4346148669858096;"{""coordinates"": [[1.43461486698581, 43.59962254163404]], ""type"": ""MultiPoint""}";83;PLACE COMBES;WALLACE;RUE BOURDELLE;Toulouse;6;CENTRE;Ouverte
43.59142869545448, 1.429250492325094;"{""coordinates"": [[1.429250492325094, 43.59142869545448]], ""type"": ""MultiPoint""}";297;CIMETIERE RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.636059612091834, 1.4616095166573957;"{""coordinates"": [[1.461609516657396, 43.636059612091834]], ""type"": ""MultiPoint""}";6;ESPACE DU RAMELET;BAYARD;ESPACE DU RAMELET;Toulouse;9;NORD;Ouverte
43.6094334579623, 1.4598611375529207;"{""coordinates"": [[1.459861137552921, 43.6094334579623]], ""type"": ""MultiPoint""}";16;JARDIN GASPARD;BAYARD;RUE REILLE;Toulouse;4;CENTRE;Ouverte
43.582935806936554, 1.4410578515689283;"{""coordinates"": [[1.441057851568928, 43.582935806936554]], ""type"": ""MultiPoint""}";131;ROND-POINT DASTE;BAYARD;PLACE ANDRE DASTE;Toulouse;5;CENTRE;Ouverte
43.61641852840644, 1.4701517930094017;"{""coordinates"": [[1.470151793009402, 43.61641852840644]], ""type"": ""MultiPoint""}";464;piste athlétisme CEAT;BAYARD;RUE D ORAN;Toulouse;10;EST;Ouverte
43.581146790849104, 1.3999929253958292;"{""coordinates"": [[1.399992925395829, 43.581146790849104]], ""type"": ""MultiPoint""}";218;CRECHE MAIRIE ANNEXE DU MIRAIL;BAYARD;14 CHE DU MIRAIL;Toulouse;17;SUD;Ouverte
43.602382308496075, 1.4666216869801973;"{""coordinates"": [[1.466621686980197, 43.602382308496075]], ""type"": ""MultiPoint""}";36;JARDIN PLACE PINEL;BAYARD;PLACE MARIUS PINEL;Toulouse;11;EST;Ouverte
43.590615557134306, 1.4309480758920887;"{""coordinates"": [[1.430948075892089, 43.590615557134306]], ""type"": ""MultiPoint""}";304;CIMETIERE  RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.57661359357256, 1.4938421912688467;"{""coordinates"": [[1.493842191268847, 43.57661359357256]], ""type"": ""MultiPoint""}";323;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.60993418933675, 1.4668352752799747;"{""coordinates"": [[1.466835275279975, 43.60993418933675]], ""type"": ""MultiPoint""}";492;Cimetiere salonique;PRESTO;;Toulouse;;;
43.603342432757515, 1.4552931531245514;"{""coordinates"": [[1.455293153124551, 43.603342432757515]], ""type"": ""MultiPoint""}";357;BD MICHELET FACE ECOLE ELEMENTAIRE;BAYARD;BD MICHELET;Toulouse;3;CENTRE;Ouverte
43.59119218782251, 1.4298099091617271;"{""coordinates"": [[1.429809909161727, 43.59119218782251]], ""type"": ""MultiPoint""}";296;CIMETIERE RAPAS;BAYARD;68 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.57340697199387, 1.4779080131264595;"{""coordinates"": [[1.477908013126459, 43.57340697199387]], ""type"": ""MultiPoint""}";243;PISTE DES GEANTS;PRESTO;10, RUE JACQUELINE AURIOL, TOULOUSE;Toulouse;12;EST;Ouverte
43.581343614120556, 1.3916979407076169;"{""coordinates"": [[1.391697940707617, 43.581343614120556]], ""type"": ""MultiPoint""}";275;JARDIN VIOLET LE DUC;BAYARD;RUE JACQUES JEAN ESQUIE;Toulouse;18;OUEST;Ouverte
43.576981947130854, 1.4929050255019718;"{""coordinates"": [[1.492905025501972, 43.576981947130854]], ""type"": ""MultiPoint""}";332;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.57712640242322, 1.4930537058293278;"{""coordinates"": [[1.493053705829328, 43.57712640242322]], ""type"": ""MultiPoint""}";333;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.577180940625915, 1.4939804440252196;"{""coordinates"": [[1.49398044402522, 43.577180940625915]], ""type"": ""MultiPoint""}";330;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.57690245621487, 1.4941353834321764;"{""coordinates"": [[1.494135383432176, 43.57690245621487]], ""type"": ""MultiPoint""}";325;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.576476186078395, 1.4941187766612114;"{""coordinates"": [[1.494118776661211, 43.576476186078395]], ""type"": ""MultiPoint""}";319;cimetiere montaudran;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.60958480904834, 1.465802379321827;"{""coordinates"": [[1.465802379321827, 43.60958480904834]], ""type"": ""MultiPoint""}";494;Cimetière salonique;PRESTO;;Toulouse;;;
43.60804091948284, 1.4520657272117774;"{""coordinates"": [[1.452065727211777, 43.60804091948284]], ""type"": ""MultiPoint""}";312;RAMBLAS;SANTA-COLE;ALLEES JEAN JAURES;Toulouse;3;CENTRE;Ouverte
43.62398282751937, 1.468115986204803;"{""coordinates"": [[1.468115986204803, 43.62398282751937]], ""type"": ""MultiPoint""}";168;JARDIN ROSINE BET;BAYARD;PLACE ROSINE BET;Toulouse;10;EST;Ouverte
43.5873144400102, 1.4161218208071;"{""coordinates"": [[1.4161218208071, 43.5873144400102]], ""type"": ""MultiPoint""}";400;FONTAINE LESTANG MAISON DE QUARTIER;BAYARD;RUE VESTREPAIN;Toulouse;16;SUD;Ouverte
43.576301002079575, 1.3961079727050558;"{""coordinates"": [[1.396107972705056, 43.576301002079575]], ""type"": ""MultiPoint""}";446;PRU MIRAIL;SANTA-COLE;RUE ARISTIDE MAILLOL;Toulouse;17;SUD;Ouverte
43.59936552304595, 1.4028630729223066;"{""coordinates"": [[1.402863072922307, 43.59936552304595]], ""type"": ""MultiPoint""}";77;JARDIN DU BARRY;IDEO OPTION CHIEN;VOIE DU TOEC;Toulouse;19;OUEST;Ouverte
43.617748471158045, 1.4806238917479155;"{""coordinates"": [[1.480623891747916, 43.617748471158045]], ""type"": ""MultiPoint""}";35;ZONE VERTE DES ARGOULETS, CHEMIN CASSAIN;BAYARD;RUE DINETARD;Toulouse;10;EST;Ouverte
43.60171081432678, 1.4730307928990394;"{""coordinates"": [[1.473030792899039, 43.60171081432678]], ""type"": ""MultiPoint""}";403;JARDIN DU TELEGRAPHE;BAYARD;CHE SANSOU;Toulouse;11;EST;Ouverte
43.58740596504363, 1.4629084756721273;"{""coordinates"": [[1.462908475672127, 43.58740596504363]], ""type"": ""MultiPoint""}";376;RUE LOUIS VITET;BAYARD;PLACE ROGER ARNAUD;Toulouse;12;EST;Ouverte
43.581589699202084, 1.4758153086540178;"{""coordinates"": [[1.475815308654018, 43.581589699202084]], ""type"": ""MultiPoint""}";375;200 AV ANTOINE DE ST EXUPERY;BAYARD;AV ANTOINE DE ST EXUPERY;Toulouse;12;EST;Ouverte
43.6448972994982, 1.4194237954866646;"{""coordinates"": [[1.419423795486665, 43.6448972994982]], ""type"": ""MultiPoint""}";373;14 CHEMIN DE LA GLACIERES;BAYARD;14 chemin de la Glaciere;Toulouse;7;NORD;Ouverte
43.59661533945529, 1.4172887496689843;"{""coordinates"": [[1.417288749668984, 43.59661533945529]], ""type"": ""MultiPoint""}";85;JARDIN POLYGONE;BAYARD;RUE ROQUEMAUREL;Toulouse;19;OUEST;Ouverte
43.587001160368246, 1.4347215900364634;"{""coordinates"": [[1.434721590036463, 43.587001160368246]], ""type"": ""MultiPoint""}";552;Kiosque;IDEO;;Toulouse;;;Ouverte
43.56263654955485, 1.3967347974979163;"{""coordinates"": [[1.396734797497916, 43.56263654955485]], ""type"": ""MultiPoint""}";248;PETIT BOIS DE BELLEFONTAINE;SANTA-COLE;PASSAGE ANDRE MAUROIS;Toulouse;17;SUD;Ouverte
43.57116724631766, 1.3984154183667432;"{""coordinates"": [[1.398415418366743, 43.57116724631766]], ""type"": ""MultiPoint""}";447;AIRE DE JEUX AQUALUDIQUES BASE NAUTIQUE REYNERIE;AUTRE;CHEMIN DE LESTANG;Toulouse;17;SUD;Ouverte
43.562214911953966, 1.3982570336534836;"{""coordinates"": [[1.398257033653484, 43.562214911953966]], ""type"": ""MultiPoint""}";247;PLACE NIKKI DE SAINT PHALLE;SANTA-COLE;PLACE NIKI DE SAINT PHALLE;Toulouse;17;SUD;Fermée pour maintenance
43.56859759052771, 1.48226536384088;"{""coordinates"": [[1.48226536384088, 43.56859759052771]], ""type"": ""MultiPoint""}";471;SECTEUR B PISTE GEANTS;IDEO OPTION CHIEN;100 RUE PIERRE PAUL RIQUET;Toulouse;12;EST;Ouverte
43.60666984381142, 1.4717228422197617;"{""coordinates"": [[1.471722842219762, 43.60666984381142]], ""type"": ""MultiPoint""}";170;JARDIN DE LA COQUILLE;BAYARD;8 RUE CLAUDE AUGE;Toulouse;11;EST;Ouverte
43.60474418855847, 1.417905788782883;"{""coordinates"": [[1.417905788782883, 43.60474418855847]], ""type"": ""MultiPoint""}";440;73 boulevard wagner;WATER CONNECT;BD RICHARD WAGNER;Toulouse;19;OUEST;Ouverte
43.558843760990186, 1.3953110991543507;"{""coordinates"": [[1.395311099154351, 43.558843760990186]], ""type"": ""MultiPoint""}";114;JARDINS PARTAGES;BAYARD;CHEMIN DE PERPIGNAN;Toulouse;14;SUD;Ouverte
43.58844106561282, 1.385872042341668;"{""coordinates"": [[1.385872042341668, 43.58844106561282]], ""type"": ""MultiPoint""}";428;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
43.610404239385154, 1.467839234831962;"{""coordinates"": [[1.467839234831962, 43.610404239385154]], ""type"": ""MultiPoint""}";498;Cimetière salonique;PRESTO;;Toulouse;;;
43.615948639267145, 1.468346695549631;"{""coordinates"": [[1.468346695549631, 43.615948639267145]], ""type"": ""MultiPoint""}";475;à proximité du jardin associatif;BAYARD;100 RUE PIERRE PAUL RIQUET;Toulouse;10;EST;Ouverte
43.60181170921453, 1.4193158951663154;"{""coordinates"": [[1.419315895166315, 43.60181170921453]], ""type"": ""MultiPoint""}";76;JARDIN DES FONTAINES;BAYARD;128 RUE DES FONTAINES;Toulouse;19;OUEST;Ouverte
43.57097891727035, 1.4029783346372449;"{""coordinates"": [[1.402978334637245, 43.57097891727035]], ""type"": ""MultiPoint""}";553;Place à bal maison de santé;BAYARD;;Toulouse;;;Fermée pour maintenance
43.61147619166575, 1.3753779167098137;"{""coordinates"": [[1.375377916709814, 43.61147619166575]], ""type"": ""MultiPoint""}";166;CIMETIERE SAINT MARTIN DU TOUCH;BP;CHEMIN DE LA CRABE;Toulouse;20;OUEST;
43.55651403507201, 1.4498417225430678;"{""coordinates"": [[1.449841722543068, 43.55651403507201]], ""type"": ""MultiPoint""}";103;ZONE VERTE DE PECH DAVID;BAYARD;Chemin des Côtes de Pech David;Toulouse;13;EST;Ouverte
43.610027365280246, 1.4687610537463678;"{""coordinates"": [[1.468761053746368, 43.610027365280246]], ""type"": ""MultiPoint""}";506;Cimetière salonique;PRESTO;;Toulouse;;;
43.61017055238399, 1.4690972797562594;"{""coordinates"": [[1.469097279756259, 43.61017055238399]], ""type"": ""MultiPoint""}";507;Cimetière salonique;BAYARD;;Toulouse;;;
43.591643759074415, 1.47043507520968;"{""coordinates"": [[1.47043507520968, 43.591643759074415]], ""type"": ""MultiPoint""}";318;AVENUE BALANSA;WALLACE;11 BOULEVARD DELTOUR;Toulouse;11;EST;Ouverte
43.588519027082505, 1.4415333657656895;"{""coordinates"": [[1.441533365765689, 43.588519027082505]], ""type"": ""MultiPoint""}";46;JARDIN DU PAYS D'OC;BAYARD;4 RUE DES GALLOIS_10 RUE FR LONGAUD;Toulouse;5;CENTRE;Ouverte
43.601834521516665, 1.4633213429861678;"{""coordinates"": [[1.463321342986168, 43.601834521516665]], ""type"": ""MultiPoint""}";101;JARDIN SACARIN;BAYARD;RUE FIRMIN LARROQUE;Toulouse;11;EST;Ouverte
43.629019252061404, 1.436316356034247;"{""coordinates"": [[1.436316356034247, 43.629019252061404]], ""type"": ""MultiPoint""}";281;JARDIN DE LA SALADE;BAYARD;29 RTE DE LAUNAGUET;Toulouse;8;NORD;Ouverte
43.58917392749915, 1.3841484066932592;"{""coordinates"": [[1.384148406693259, 43.58917392749915]], ""type"": ""MultiPoint""}";455;Cimetière lardenne;BAYARD;;Toulouse;18;OUEST;
43.610847568634696, 1.4682599702974648;"{""coordinates"": [[1.468259970297465, 43.610847568634696]], ""type"": ""MultiPoint""}";509;Cimetière salonique;PRESTO;;Toulouse;;;
43.598178979763226, 1.4486938577118558;"{""coordinates"": [[1.448693857711856, 43.598178979763226]], ""type"": ""MultiPoint""}";523;Place scarbes;IDEO;PL SAINTES SCARBES;Toulouse;1;CENTRE;Ouverte
43.56758002086875, 1.4836156538608256;"{""coordinates"": [[1.483615653860826, 43.56758002086875]], ""type"": ""MultiPoint""}";530;Piste des géants zone C;IDEO;PISTE DES GEANTS;Toulouse;12;EST;Ouverte
43.5683082896004, 1.4068697683550442;"{""coordinates"": [[1.406869768355044, 43.5683082896004]], ""type"": ""MultiPoint""}";554;Athlétisme Eric satié;BAYARD;;Toulouse;;;Ouverte
43.64760114262613, 1.4326226124164925;"{""coordinates"": [[1.432622612416492, 43.64760114262613]], ""type"": ""MultiPoint""}";519;PLACE PAUL RICHE;IDEO;PL PAUL RICHE;Toulouse;7;NORD;Ouverte
43.56178758461273, 1.4904980999577153;"{""coordinates"": [[1.490498099957715, 43.56178758461273]], ""type"": ""MultiPoint""}";487;B612;BAYARD;;Toulouse;12;EST;Ouverte
43.60614756206704, 1.44644775681723;"{""coordinates"": [[1.44644775681723, 43.60614756206704]], ""type"": ""MultiPoint""}";397;MARCHE VICTOR HUGO;SANTA-COLE;1, PL VICTOR HUGO, TOULOUSE;Toulouse;1;CENTRE;Ouverte
43.61612826374854, 1.4075562177761645;"{""coordinates"": [[1.407556217776164, 43.61612826374854]], ""type"": ""MultiPoint""}";263;PLACE JOB;SANTA-COLE;RUE TICKY HOLGADO;Toulouse;7;NORD;Ouverte
43.615704001433116, 1.417899755390983;"{""coordinates"": [[1.417899755390983, 43.615704001433116]], ""type"": ""MultiPoint""}";441;PARC PONTS JUMEAUX;IDEO;90 RUE JEAN GAYRAL;Toulouse;7;NORD;Ouverte
43.560264665715806, 1.3952676198468137;"{""coordinates"": [[1.395267619846814, 43.560264665715806]], ""type"": ""MultiPoint""}";140;RECTEUR DOTTIN;PRESTO;RUE DU RECTEUR DOTTIN;Toulouse;17;SUD;Ouverte
43.623167562435405, 1.4573633991712218;"{""coordinates"": [[1.457363399171222, 43.623167562435405]], ""type"": ""MultiPoint""}";12;JARDIN DES HAUTS DE BONNEFOY;BAYARD;16 RUE PONCHON;Toulouse;4;CENTRE;Ouverte
43.572396695674705, 1.4788005350874496;"{""coordinates"": [[1.47880053508745, 43.572396695674705]], ""type"": ""MultiPoint""}";456;Ligne;BAYARD;3 AV DE L AERODROME DE MONTAUDRAN;Toulouse;12;EST;Ouverte
43.60606346991372, 1.4456621248149348;"{""coordinates"": [[1.445662124814935, 43.60606346991372]], ""type"": ""MultiPoint""}";384;ANGLE DE RUE RIVALS;SANTA-COLE;RUE ALSACE LORRAINE;Toulouse;1;CENTRE;Ouverte
43.57301767265222, 1.4615780655657267;"{""coordinates"": [[1.461578065565727, 43.57301767265222]], ""type"": ""MultiPoint""}";49;JARDIN DE RANGUEIL;BAYARD;AP 109 Avenue de Rangueil -  F 2 Rue René Duguay-T;Toulouse;13;EST;Ouverte
43.59579250169007, 1.4691737939117149;"{""coordinates"": [[1.469173793911715, 43.59579250169007]], ""type"": ""MultiPoint""}";537;Parc fontaneau;IDEO;CHE DE LAFILAIRE;Toulouse;11;EST;Ouverte
43.60346569493183, 1.4407982382756694;"{""coordinates"": [[1.440798238275669, 43.60346569493183]], ""type"": ""MultiPoint""}";389;CLOITRE DES JACOBINS;BAYARD;RUE JOSEPH LAKANAL;Toulouse;1;CENTRE;Ouverte
43.57911360352923, 1.411556969098614;"{""coordinates"": [[1.411556969098614, 43.57911360352923]], ""type"": ""MultiPoint""}";215;JARDIN PLACE DU MARCHE;BAYARD;RUE PAUL LAMBERT;Toulouse;16;SUD;Ouverte
43.58508182767215, 1.4220288028187071;"{""coordinates"": [[1.422028802818707, 43.58508182767215]], ""type"": ""MultiPoint""}";89;FONTAINE LESTANG;IDEO OPTION CHIEN;PARC FONTAINE LESTANG;Toulouse;16;SUD;Ouverte
43.60037756038518, 1.433178912423285;"{""coordinates"": [[1.433178912423285, 43.60037756038518]], ""type"": ""MultiPoint""}";556;Parvi du Dôme de la GRAVE;SANTA-COLE;RUE DU PONT SAINT PIERRE;Toulouse;6;CENTRE;Ouverte
43.6024493989748, 1.4671908734906725;"{""coordinates"": [[1.467190873490672, 43.6024493989748]], ""type"": ""MultiPoint""}";404;a proximité du jardin potager;BAYARD;PLACE MARIUS PINEL;Toulouse;11;EST;Ouverte
43.59075522725052, 1.426219403322319;"{""coordinates"": [[1.426219403322319, 43.59075522725052]], ""type"": ""MultiPoint""}";290;CIMETIERE RAPAS;BAYARD;61 CHEMIN DE LA NEBOUDE;Toulouse;15;SUD;
43.60783578681773, 1.4615800016006149;"{""coordinates"": [[1.461580001600615, 43.60783578681773]], ""type"": ""MultiPoint""}";419;Cimetière terre cabade;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.60685924329348, 1.460965190705499;"{""coordinates"": [[1.460965190705499, 43.60685924329348]], ""type"": ""MultiPoint""}";204;CIMETIERE TERRE CABADE;PRESTO;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.6110598472175, 1.3755977691499308;"{""coordinates"": [[1.375597769149931, 43.6110598472175]], ""type"": ""MultiPoint""}";159;CIMETIERE SAINT MARTIN DU TOUCH;BP;CHEMIN DE LA CRABE;Toulouse;20;OUEST;
43.61185879875792, 1.3760732968324396;"{""coordinates"": [[1.37607329683244, 43.61185879875792]], ""type"": ""MultiPoint""}";161;CIMETIERE SAINT MARTIN DU TOUCH;BP;CHEMIN DE LA CRABE;Toulouse;20;OUEST;
43.61109596962233, 1.4679883003102365;"{""coordinates"": [[1.467988300310237, 43.61109596962233]], ""type"": ""MultiPoint""}";510;Cimetière salonique;PRESTO;;Toulouse;;;
43.61147170288092, 1.4677421135791764;"{""coordinates"": [[1.467742113579176, 43.61147170288092]], ""type"": ""MultiPoint""}";511;Cimetière salonique;PRESTO;;Toulouse;;;
43.58400883339698, 1.4091815861420236;"{""coordinates"": [[1.409181586142024, 43.58400883339698]], ""type"": ""MultiPoint""}";88;JARDIN DE LA GIRONDE;BAYARD;PLACE DE LA GIRONDE;Toulouse;16;SUD;Ouverte
43.609387172624864, 1.465474086915498;"{""coordinates"": [[1.465474086915498, 43.609387172624864]], ""type"": ""MultiPoint""}";425;Cimetière terre cabade;BAYARD;CIMETIERE DE TERRE CABADE;Toulouse;4;CENTRE;
43.57740288209756, 1.4933263621045805;"{""coordinates"": [[1.49332636210458, 43.57740288209756]], ""type"": ""MultiPoint""}";335;CIMETIERE MONTAUDRAN;BAYARD;43 CHEMIN DE L'EGLISE DE MONTAUDRAN;Toulouse;12;EST;
43.59627041011964, 1.4508653616674365;"{""coordinates"": [[1.450865361667437, 43.59627041011964]], ""type"": ""MultiPoint""}";39;JARDIN ROYAL;BAYARD;30 RUE OZENNE-RUE DE RESSEGUIER;Toulouse;1;CENTRE;Ouverte
43.58890685182619, 1.4923575270258385;"{""coordinates"": [[1.492357527025838, 43.58890685182619]], ""type"": ""MultiPoint""}";54;GRANDE PLAINE;BAYARD;AVENUE JEAN GONORD;Toulouse;11;EST;Ouverte
43.5892136866603, 1.3853782696553023;"{""coordinates"": [[1.385378269655302, 43.5892136866603]], ""type"": ""MultiPoint""}";429;Cimetière lardenne;BAYARD;AVENUE PIERRE MOLETTE;Toulouse;18;OUEST;
